#,Episode,UserRating,UserVotes,
1.1 ,Caretaker,7.1,1,892,
1.2 ,Parallax,7.1,431,
1.3 ,Time and Again,7.1,418,
1.4 ,Phage,7.1,386,
1.5 ,The Cloud,6.4,374,
1.6 ,Eye of the Needle,8.1,422,
1.7 ,Ex Post Facto,6.6,374,
1.8 ,Emanations,6.6,360,
1.9 ,Prime Factors,7.3,362,
1.10 ,State of Flux,7.6,345,
1.11 ,Heroes and Demons,6.7,373,
1.12 ,Cathexis,6.7,336,
1.13 ,Faces,7.3,351,
1.14 ,Jetrel,7.2,338,
1.15 ,Learning Curve,7.1,338,
2.1 ,The 37's,7.3,405,
2.2 ,Initiations,6.7,324,
2.3 ,Projections,7.9,379,
2.4 ,Elogium,6.0,329,
2.5 ,Non Sequitur,7.0,355,
2.6 ,Twisted,7.0,338,
2.7 ,Parturition,6.3,308,
2.8 ,Persistence of Vision,6.9,323,
2.9 ,Tattoo,6.3,321,
2.10 ,Cold Fire,7.3,312,
2.11 ,Maneuvers,7.3,303,
2.12 ,Resistance,7.0,314,
2.13 ,Prototype,7.5,343,
2.14 ,Alliances,7.3,315,
2.15 ,Threshold,5.5,421,
2.16 ,Meld,7.9,365,
2.17 ,Dreadnought,7.7,334,
2.18 ,Death Wish,8.3,403,
2.19 ,Lifesigns,7.4,336,
2.20 ,Investigations,7.4,330,
2.21 ,Deadlock,8.2,364,
2.22 ,Innocence,6.5,326,
2.23 ,The Thaw,7.5,401,
2.24 ,Tuvix,7.5,433,
2.25 ,Resolutions,7.2,326,
2.26 ,Basics: Part 1,7.9,342,
3.1 ,Basics: Part 2,7.9,332,
3.2 ,Flashback,7.7,365,
3.3 ,The Chute,6.9,306,
3.4 ,The Swarm,7.1,290,
3.5 ,False Profits,6.7,315,
3.6 ,Remember,7.2,292,
3.7 ,Sacred Ground,6.0,330,
3.8 ,Future's End: Part 1,8.3,416,
3.9 ,Future's End: Part 2,8.2,382,
3.10 ,Warlord,6.7,301,
3.11 ,The Q and the Grey,7.2,321,
3.12 ,Macrocosm,7.2,305,
3.13 ,Fair Trade,6.7,278,
3.14 ,Alter Ego,6.7,281,
3.15 ,Coda,7.1,305,
3.16 ,Blood Fever,7.4,309,
3.17 ,Unity,7.8,317,
3.18 ,Darkling,6.6,277,
3.19 ,Rise,6.8,276,
3.20 ,Favorite Son,6.1,294,
3.21 ,Before and After,7.9,325,
3.22 ,Real Life,7.4,325,
3.23 ,Distant Origin,8.4,385,
3.24 ,Displaced,7.4,275,
3.25 ,Worst Case Scenario,8.0,323,
