#,Episode,UserRating,UserVotes,
1.1 ,Simpsons Roasting on an Open Fire,8.2,2,858,
1.2 ,Bart the Genius,7.5,1,306,
1.3 ,Homer's Odyssey,7.4,1,090,
1.4 ,There's No Disgrace Like Home,7.5,1,139,
1.5 ,Bart the General,8.3,1,129,
1.6 ,Moaning Lisa,7.5,1,077,
1.7 ,The Call of the Simpsons,7.5,1,093,
1.8 ,The Telltale Head,7.5,1,032,
1.9 ,Life on the Fast Lane,7.5,1,005,
1.10 ,Homer's Night Out,7.4,949,
1.11 ,The Crepes of Wrath,7.5,1,012,
1.12 ,Krusty Gets Busted,7.9,1,160,
1.13 ,Some Enchanted Evening,7.9,1,037,
2.1 ,Bart Gets an F,7.9,1,052,
2.2 ,Simpson and Delilah,8.6,1,094,
2.3 ,Treehouse of Horror,8.0,1,158,
2.4 ,Two Cars in Every Garage and Three Eyes on Every Fish,7.7,958,
2.5 ,Dancin' Homer,7.4,884,
2.6 ,Dead Putting Society,7.5,899,
2.7 ,Bart vs. Thanksgiving,7.4,842,
2.8 ,Bart the Daredevil,7.9,1,045,
2.9 ,Itchy and Scratchy and Marge,7.8,929,
2.10 ,Bart Gets Hit by a Car,7.5,889,
2.11 ,One Fish, Two Fish, Blowfish, Blue Fish,8.8,1,061,
2.12 ,The Way We Was,7.9,908,
2.13 ,Homer vs. Lisa and the Eighth Commandment,7.5,886,
2.14 ,Principal Charming,7.4,772,
2.15 ,Oh Brother, Where Art Thou?,7.8,958,
2.16 ,Bart's Dog Gets an F,7.4,805,
2.17 ,Old Money,7.5,802,
2.18 ,Brush with Greatness,7.5,829,
2.19 ,Lisa's Substitute,8.1,1,131,
2.20 ,The War of the Simpsons,7.5,813,
2.21 ,Three Men and a Comic Book,8.5,931,
2.22 ,Blood Feud,7.5,821,
3.1 ,Stark Raving Dad,8.4,1,227,
3.2 ,Mr. Lisa Goes to Washington,7.4,832,
3.3 ,When Flanders Failed,7.8,847,
3.4 ,Bart the Murderer,8.8,1,026,
3.5 ,Homer Defined,8.6,906,
3.6 ,Like Father, Like Clown,7.5,832,
3.7 ,Treehouse of Horror II,7.8,896,
3.8 ,Lisa's Pony,7.5,824,
3.9 ,Saturdays of Thunder,7.5,782,
3.10 ,Flaming Moe's,7.9,1,164,
3.11 ,Burns Verkaufen der Kraftwerk,7.8,864,
3.12 ,I Married Marge,7.8,794,
3.13 ,Radio Bart,7.8,947,
3.14 ,Lisa the Greek,7.5,788,
3.15 ,Homer Alone,7.6,789,
3.16 ,Bart the Lover,8.2,832,
3.17 ,Homer at the Bat,7.7,1,144,
3.18 ,Separate Vocations,7.8,806,
3.19 ,Dog of Death,7.4,769,
3.20 ,Colonel Homer,7.5,827,
3.21 ,Black Widower,7.8,821,
3.22 ,The Otto Show,7.5,778,
3.23 ,Bart's Friend Falls in Love,7.4,759,
3.24 ,Brother, Can You Spare Two Dimes?,7.8,823,
4.1 ,Kamp Krusty,7.8,977,
4.2 ,A Streetcar Named Marge,7.8,888,
4.3 ,Homer the Heretic,8.8,1,121,
4.4 ,Lisa the Beauty Queen,7.5,811,
4.5 ,Treehouse of Horror III,7.8,952,
4.6 ,Itchy & Scratchy: The Movie,7.8,890,
4.7 ,Marge Gets a Job,7.4,796,
4.8 ,New Kid on the Block,7.9,844,
4.9 ,Mr. Plow,8.0,1,135,
4.10 ,Lisa's First Word,7.8,960,
4.11 ,Homer's Triple Bypass,8.8,929,
4.12 ,Marge vs. the Monorail,8.0,1,425,
4.13 ,Selma's Choice,7.5,785,
4.14 ,Brother from the Same Planet,7.8,809,
4.15 ,I Love Lisa,7.8,851,
4.16 ,Duffless,7.8,833,
4.17 ,Last Exit to Springfield,8.3,1,284,
4.18 ,So It's Come to This: A Simpsons Clip Show,7.2,708,
4.19 ,The Front,7.7,752,
4.20 ,Whacking Day,7.8,827,
4.21 ,Marge in Chains,7.4,725,
4.22 ,Krusty Gets Kancelled,7.8,868,
5.1 ,Homer's Barbershop Quartet,7.9,970,
5.2 ,Cape Feare,8.0,1,377,
5.3 ,Homer Goes to College,7.8,1,044,
5.4 ,Rosebud,8.7,1,052,
5.5 ,Treehouse of Horror IV,7.9,983,
5.6 ,Marge on the Lam,7.6,765,
5.7 ,Bart's Inner Child,7.4,710,
5.8 ,Boy Scoutz 'n the Hood,8.8,900,
5.9 ,The Last Temptation of Homer,7.8,884,
5.10 ,$pringfield (or How I Learned to Stop Worrying and Love Legalized Gambling),7.8,904,
5.11 ,Homer the Vigilante,7.7,819,
5.12 ,Bart Gets Famous,7.8,756,
5.13 ,Homer and Apu,7.7,801,
5.14 ,Lisa vs. Malibu Stacy,8.3,788,
5.15 ,Deep Space Homer,8.5,1,107,
5.16 ,Homer Loves Flanders,8.5,801,
5.17 ,Bart Gets an Elephant,7.5,747,
5.18 ,Burns' Heir,8.6,839,
5.19 ,Sweet Seymour Skinner's Baadasssss Song,8.7,811,
5.20 ,The Boy Who Knew Too Much,7.7,752,
5.21 ,Lady Bouvier's Lover,7.4,659,
5.22 ,Secrets of a Successful Marriage,7.7,705,
6.1 ,Bart of Darkness,7.8,918,
6.2 ,Lisa's Rival,7.7,767,
6.3 ,Another Simpsons Clip Show,6.1,659,
6.4 ,Itchy & Scratchy Land,7.8,885,
6.5 ,Sideshow Bob Roberts,7.7,790,
