#,Episode,UserRating,UserVotes,
1.1 ,Pilot,9.0,6,464,
1.2 ,Cat's in the Bag...,8.7,4,359,
1.3 ,...And the Bag's in the River,8.8,4,129,
1.4 ,Cancer Man,8.4,3,829,
1.5 ,Gray Matter,8.5,3,743,
1.6 ,Crazy Handful of Nothin',9.3,4,367,
1.7 ,A No-Rough-Stuff-Type Deal,8.9,3,784,
2.1 ,Seven Thirty-Seven,8.7,3,500,
2.2 ,Grilled,9.3,4,105,
2.3 ,Bit by a Dead Bee,8.5,3,260,
2.4 ,Down,8.4,3,205,
2.5 ,Breakage,8.5,3,143,
2.6 ,Peekaboo,9.0,3,603,
2.7 ,Negro Y Azul,8.8,3,306,
2.8 ,Better Call Saul,9.1,3,659,
2.9 ,4 Days Out,9.2,3,638,
2.10 ,Over,8.7,3,205,
2.11 ,Mandala,9.0,3,252,
2.12 ,Phoenix,9.3,3,705,
2.13 ,ABQ,9.3,3,763,
3.1 ,No Más,8.7,3,224,
3.2 ,Caballo sin Nombre,8.8,3,032,
3.3 ,I.F.T.,8.6,2,969,
3.4 ,Green Light,8.4,2,909,
3.5 ,Más,8.8,2,908,
3.6 ,Sunset,9.4,3,662,
3.7 ,One Minute,9.6,4,866,
3.8 ,I See You,8.9,3,008,
3.9 ,Kafkaesque,8.6,2,946,
3.10 ,Fly,8.1,5,101,
3.11 ,Abiquiu,8.6,2,969,
3.12 ,Half Measures,9.6,4,626,
3.13 ,Full Measure,9.7,5,221,
4.1 ,Box Cutter,9.3,4,358,
4.2 ,Thirty-Eight Snub,8.5,3,171,
4.3 ,Open House,8.3,3,086,
4.4 ,Bullet Points,8.9,3,069,
4.5 ,Shotgun,8.9,3,046,
4.6 ,Cornered,8.6,3,064,
4.7 ,Problem Dog,9.1,3,215,
4.8 ,Hermanos,9.4,3,751,
4.9 ,Bug,9.1,3,248,
4.10 ,Salud,9.7,5,172,
4.11 ,Crawl Space,9.7,6,044,
4.12 ,End Times,9.5,4,468,
4.13 ,Face Off,9.9,11,274,
5.1 ,Live Free or Die,9.4,6,429,
5.2 ,Madrigal,9.1,4,521,
5.3 ,Hazard Pay,9.1,4,235,
5.4 ,Fifty-One,9.0,4,320,
5.5 ,Dead Freight,9.7,7,475,
5.6 ,Buyout,9.2,4,352,
5.7 ,Say My Name,9.6,5,941,
5.8 ,Gliding Over All,9.7,7,201,
5.9 ,Blood Money,9.5,7,635,
5.10 ,Buried,9.3,5,752,
5.11 ,Confessions,9.7,7,851,
5.12 ,Rabid Dog,9.2,6,002,
5.13 ,To'hajiilee,9.8,12,829,
5.14 ,Ozymandias,10.0,46,085,
5.15 ,Granite State,9.7,12,553,
5.16 ,Felina,9.9,32,687,
